seed,repetition,opponent,target_avg,opponent_avg,margin
0,10,TFTT,3.02,2.97,0.04999999999999982
0,10,hard_tft,3.0,2.975,0.02499999999999991
0,10,slow_tft,3.02,2.97,0.04999999999999982
0,10,GrdTFT,3.0,2.975,0.02499999999999991
0,10,prober,2.995,2.97,0.02499999999999991
0,10,mem2,3.0,2.975,0.02499999999999991
0,10,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,10,Tideman & Chieruzzi,2.98,2.98,0.0
0,10,Nydegger,3.02,2.97,0.04999999999999982
0,10,Grofman,3.0,2.975,0.02499999999999991
0,10,Shubik,3.0,2.975,0.02499999999999991
0,10,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,10,GRIM,3.0,2.975,0.02499999999999991
0,10,Davis: 10,3.0,2.975,0.02499999999999991
0,10,Graaskamp: 0.05,2.81,3.11,-0.2999999999999998
0,10,Downing,3.02,2.92,0.10000000000000009
0,10,"Feld: 1.0, 0.5, 200",1.7,1.75,-0.050000000000000044
0,10,Joss: 0.9,1.755,2.105,-0.3500000000000001
0,10,Tullock,2.785,3.06,-0.2749999999999999
0,10,Anonymous,3.02,0.77,2.25
0,10,Random: 0.5,2.89,0.64,2.25
0,11,Cu,3.02,2.97,0.04999999999999982
0,11,Du,0.995,1.02,-0.025000000000000022
0,11,Tit For Tat,3.0,2.975,0.02499999999999991
0,11,spiteful,3.0,2.975,0.02499999999999991
0,11,soft_majo,3.02,2.97,0.04999999999999982
0,11,hard_majo,1.03,1.03,0.0
0,11,per_cd,2.98,0.555,2.425
0,11,per_ccd,3.42,1.245,2.175
0,11,per_ddc,2.315,0.69,1.625
0,11,mistrust,1.03,1.03,0.0
0,11,WSLS,3.0,2.975,0.02499999999999991
0,11,TFTT,3.02,2.97,0.04999999999999982
0,11,hard_tft,3.0,2.975,0.02499999999999991
0,11,slow_tft,3.02,2.97,0.04999999999999982
0,11,GrdTFT,3.0,2.975,0.02499999999999991
0,11,prober,2.995,2.97,0.02499999999999991
0,11,mem2,3.0,2.975,0.02499999999999991
0,11,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,11,Tideman & Chieruzzi,2.98,2.98,0.0
0,11,Nydegger,3.02,2.97,0.04999999999999982
0,11,Grofman,3.0,2.975,0.02499999999999991
0,11,Shubik,3.0,2.975,0.02499999999999991
0,11,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,11,GRIM,3.0,2.975,0.02499999999999991
0,11,Davis: 10,3.0,2.975,0.02499999999999991
0,11,Graaskamp: 0.05,2.78,3.13,-0.3500000000000001
0,11,Downing,3.02,2.92,0.10000000000000009
0,11,"Feld: 1.0, 0.5, 200",1.735,2.035,-0.30000000000000004
0,11,Joss: 0.9,1.29,1.415,-0.125
0,11,Tullock,1.9,2.0,-0.10000000000000009
0,11,Anonymous,2.87,0.645,2.225
0,11,Random: 0.5,2.735,0.785,1.9499999999999997
0,12,Cu,3.02,2.97,0.04999999999999982
